name,country,address,website,hall,stand,product_groups_top,product_groups,product_group_count,brands,trend_subjects,distribution_channels,target_markets,profile,detail_url
Alfred Ritter GmbH & Co. KG,Germany,"Alfred-Ritter-Str. 25, 71111 Waldenbuch",http://www.ritter-sport.de,10.2,E028,"Chocolate, chocolate products","Chocolate, chocolate products > Alpine milk chocolate/Alpine cream chocolate/Alpine full-milk chocolate | Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Chocolate, chocolate products > Flaked cracknel chocolate | Chocolate, chocolate products > Block chocolate | Chocolate, chocolate products > Capuccino chocolate | Chocolate, chocolate products > Cola chocolate | Chocolate, chocolate products > Chocolate with fructose and/or sweeteners/Diet chocolate | Chocolate, chocolate products > Superior dark chocolate/Superior full-milk chocolate | Chocolate, chocolate products > Peanut chocolate | Chocolate, chocolate products > Nut chocolate in transparent packing | Chocolate, chocolate products > Fruit chocolate (orange/lemon) | Chocolate, chocolate products > Fruit chocolate with cream | Chocolate, chocolate products > Household chocolate/Household milk chocolate | Chocolate, chocolate products > Ginger chocolate | Chocolate, chocolate products > Yoghurt chocolate (filled and solid) | Chocolate, chocolate products > Cocoa powder, retail packs | Chocolate, chocolate products > Instant cocoa powder, retail packs | Chocolate, chocolate products > Chocolate crisp | Chocolate, chocolate products > Coconut chocolate | Chocolate, chocolate products > Creme chocolate | Chocolate, chocolate products > Cracknel chocolate | Chocolate, chocolate products > Chocolate coating, retail packs | Chocolate, chocolate products > Aero chocolate | Chocolate, chocolate products > Almond chip chocolate | Chocolate, chocolate products > Almond cracknel chocolate | Chocolate, chocolate products > Almond praline / Hazelnut praline chocolate | Chocolate, chocolate products > Almond-hazelnut chocolate | Chocolate, chocolate products > Marzipan chocolate | Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Hazelnut milk chocolate | Chocolate, chocolate products > Mocha chocolate, Mocha-cream chocolate, solid/filled | Chocolate, chocolate products > Nougat (Hazelnut praline) chocolate/Nougat cracknel chocolate | Chocolate, chocolate products > Nut-brittle chocolate, Nut-nougat chocolate | Chocolate, chocolate products > Peppermint chocolate, solid/filled | Chocolate, chocolate products > Small bars of peppermint chocolate, solid/filled | Chocolate, chocolate products > Tablet of filled chocolate squares | Chocolate, chocolate products > Puffed-rice chocolate | Chocolate, chocolate products > Cream chocolate | Chocolate, chocolate products > Rum and almond chocolate | Chocolate, chocolate products > Rum and raisin chocolate | Chocolate, chocolate products > Rum, hazelnut and raisin chocolate | Chocolate, chocolate products > Cream chocolate / cream cracknel chocolate | Chocolate, chocolate products > Alcohol-filled chocolate | Chocolate, chocolate products > Small bar of chocolate | Chocolate, chocolate products > Chocolate covering/couverture | Chocolate, chocolate products > Truffle chocolate | Chocolate, chocolate products > Full-milk chocolate | Chocolate, chocolate products > Full-milk cracknel | Chocolate, chocolate products > Full-milk almond chocolate | Chocolate, chocolate products > Full-milk mocha chocolate | Chocolate, chocolate products > Full-milk hazelnut chocolate | Chocolate, chocolate products > Full-milk nut chocolate | Chocolate, chocolate products > Full-milk chocolate with whole almond or nuts | Chocolate, chocolate products > White chocolate | Chocolate, chocolate products > Flavoured white chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate with whole nuts | Chocolate, chocolate products > Alcohol-filled chocolates | Chocolate, chocolate products > Dessert chocolates | Chocolate, chocolate products > Pralines with fructose and/or sweeteners/Diet pralines | Chocolate, chocolate products > Peanut chips/peanut lumps/peanut pyramids | Chocolate, chocolate products > Chocolate sticks with flavoured, liquid centres | Chocolate, chocolate products > Fondant chocolates | Chocolate, chocolate products > Fruit chocolates (pineapple, apple, strawberry, raspberry, cherry, orange) | Chocolate, chocolate products > Coated jellies | Chocolate, chocolate products > Yoghurt chocolates | Chocolate, chocolate products > Creme chocolates | Chocolate, chocolate products > Chocolates coated coffee beans and coffee chocolates,solid/filled | Chocolate, chocolate products > Advocat chocolates | Chocolate, chocolate products > Cracknel chocolates | Chocolate, chocolate products > Liqueur chocolates | Chocolate, chocolate products > Almond chocolates/almond splitz/almond lumps/almond pyramids | Chocolate, chocolate products > Marzipan chocolates/marzipan and walnut chocolates | Chocolate, chocolate products > Mocha beans and mocha chocolates, solid/filled | Chocolate, chocolate products > Mozartkugeln | Chocolate, chocolate products > Praline (hazelnut praline) chocolates | Chocolate, chocolate products > Creme praline chocolates | Chocolate, chocolate products > Hazelnut lumps/hazelnut pyramids/hazelnut chips | Chocolate, chocolate products > Hazelnut chocolates | Chocolate, chocolate products > Peppermint chocolates | Chocolate, chocolate products > Chocolate eggs | Chocolate, chocolate products > Rum-filled chocolates beans/rum-filled chocolate eggs / rumballs (Jamaica rum) | Chocolate, chocolate products > Walnut chocolates | Chocolate, chocolate products > Brandy (cognac) chocolates beans | Chocolate, chocolate products > Brandy (cognac) chocolates eggs | Chocolate, chocolate products > Brandy (cognac) chocolates with cherries/Brandy chocolates | Chocolate, chocolate products > Cognac chocolates | Chocolate, chocolate products > Truffle chocolates | Chocolate, chocolate products > Advent calender/Ramadan calendar | Chocolate, chocolate products > Christmas tree chocolates | Chocolate, chocolate products > Flaked cracknel | Chocolate, chocolate products > Chocolates flake for sprinkling | Chocolate, chocolate products > Chocolate cornflake crisp (milk/plain) | Chocolate, chocolate products > Hollow chocolate figures (also filled chocolate figures) | Chocolate, chocolate products > Langues de chat (also filled) | Chocolate, chocolate products > Toys (also chocolates with toy gifts) | Chocolate, chocolate products > Chocolate items for the toy-shop | Chocolate, chocolate products > Advocat-filled chocolate items | Chocolate, chocolate products > Neapolitains | Chocolate, chocolate products > Santa sacks | Chocolate, chocolate products > Santa chocolate canes | Chocolate, chocolate products > Santa chocolate boots | Chocolate, chocolate products > Two nuts in a shell | Chocolate, chocolate products > Easter chocolate products | Chocolate, chocolate products > Layered chocolates/layered chocolate eggs | Chocolate, chocolate products > Filled chocolate Biedermeier bouquets | Chocolate, chocolate products > Gift-eggs | Chocolate, chocolate products > Puffed-rice pieces, bars | Chocolate, chocolate products > Grating chocolate | Chocolate, chocolate products > Chocolate with imprinted designs | Chocolate, chocolate products > Chocolate bars, filled/solid | Chocolate, chocolate products > Chocolate cups, chocolate bowls, chocolate pots | Chocolate, chocolate products > Chocolate leaves, chocolate tiles, chocolate buttons | Chocolate, chocolate products > Chocolate eggs, solid | Chocolate, chocolate products > Chocolate barrels/chocolate bottles (filled with liqueurs/ brandy/whisky) | Chocolate, chocolate products > Chocolate flakes/milk chocolate flakes | Chocolate, chocolate products > Chocolate-shaped hearts/chocolate-shaped hearts on strings | Chocolate, chocolate products > Chocolate witch's house | Chocolate, chocolate products > Chocolate horseshoe | Chocolate, chocolate products > Chocolate wreath, solid/filled | Chocolate, chocolate products > Chocolate balls, solid/filled | Chocolate, chocolate products > Chocolate beetles/lucky chocolate beetles/chocolate lady- birds | Chocolate, chocolate products > Chocolate coins/chocolate squares/chocolate doubloons | Chocolate, chocolate products > Chocolate biscuits | Chocolate, chocolate products > Chocolate butterflies | Chocolate, chocolate products > Chocolate slices and slithers | Chocolate, chocolate products > Chocolate sprinkles | Chocolate, chocolate products > Choc-chips | Chocolate, chocolate products > Chocolate sticks, solid/filled | Chocolate, chocolate products > Chocolate balls coated in vermicelli | Chocolate, chocolate products > Chocolate goods for Christmas | Chocolate, chocolate products > Chilled chocolate snacks | Chocolate, chocolate products > Sugar-free chocolate | Chocolate, chocolate products > Sugar-reduced chocolate | Chocolate, chocolate products > Fat-reduced chocolate | Chocolate, chocolate products > Lactose-free chocolate | Chocolate, chocolate products > Sustainable sweets & snacks",137,Ritter Sport,Fair trade Limited edition Private label Vegan,,,,https://www.ism-cologne.com/exhibitor/ritteralfred_ritter/
Rizos Nuts S.A.,Greece,"Industrial Park of Neohorouda, 545 00 Thessaloniki",http://www.mrrizos.gr,11.1,G058,"Chocolate, chocolate products | Snack foods | Sugar confectionery | Trend Snacks & Natural Snacks","Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Chocolate, chocolate products > Dessert chocolates | Snack foods > Cashew nuts | Snack foods > Peanuts | Snack foods > Hazelnuts | Snack foods > Macadamia nuts | Snack foods > Almonds | Snack foods > Pecan nuts | Snack foods > Pine nuts | Snack foods > Pistachio nuts | Snack foods > Walnut kernels | Snack foods > Sunflower seeds | Sugar confectionery > Chocolate-coated kemels, raisins etc. | Trend Snacks & Natural Snacks > Energy Snacks",14,"RIZOS NUTS , MR.RIZOS , POCODREAM",,,Brazil Canada China Colombia East Africa India Japan Mexico Middle East North Africa Northern Europe Others Central America Others Eastern Europe Others South America Russia South Africa South East Asia Southern Europe Türkiye USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/rizos_nuts/
ROBs Originals GmbH,Germany,"im Köpibau 11 Köpenicker Str. 180, 10997 Berlin",https://www.robs-originals.com/,10.1,A070,"Ice cream, deep-frozen confectionery / raw pastes | Snack foods | Sugar confectionery | Sugar-free confectionary and snacks | Trend Snacks & Natural Snacks","Ice cream, deep-frozen confectionery / raw pastes > Fruit ice | Ice cream, deep-frozen confectionery / raw pastes > Ice-cream with non-milk fat | Snack foods > Crackers (water biscuits) | Snack foods > Potato crisps/potato sticks/other potato snacks | Snack foods > Corn snacks | Sugar confectionery > Fruit gums/yoghurt fruit gums | Sugar-free confectionary and snacks > Sugar-free chewing gum | Trend Snacks & Natural Snacks > Products without additives",8,EMYO HEYYY Gum ROB's Originals,Limited edition,,China Japan Middle East North Africa Northern Europe Others Eastern Europe South East Asia Southern Europe Türkiye USA Western Europe,,https://www.ism-cologne.com/exhibitor/robs_originals_gmbh/
Confiserie Rohan S.A.,France,"Zone Artisanale BP-12, 67680 Epfig",https://www.confiserierohan.fr/,04.2,F010,"Chocolate, chocolate products","Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Easter chocolate products | Chocolate, chocolate products > Chocolate bars, filled/solid | Chocolate, chocolate products > Chocolate goods for Christmas",4,ROHAN,Fair trade Private label,,Australia Canada USA Western Europe,,https://www.ism-cologne.com/exhibitor/rohan_confiserie/
Confectionery Factory Mercury Ltd,Ukraine,"Nezalezhnist 60, 20702 Smila",http://roks.ua,10.2,E079,Snack foods | Sugar confectionery | Sugar-free confectionary and snacks,Snack foods > Gluten-free snack foods | Sugar confectionery > Sweets in presentation tin or glass | Sugar confectionery > Candies with fructose and/or sweeteners/Diet candies | Sugar confectionery > Drops | Sugar confectionery > Refreshing candies | Sugar confectionery > Eucalyptus sweets/eucalyptus and menthol sweets | Sugar confectionery > Cough drops | Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies) | Sugar confectionery > Hard caramel dummy | Sugar confectionery > Sweets made with non-sugar sweeteners | Sugar confectionery > Sorbitol fruit tables | Sugar confectionery > Sugar-free products | Sugar confectionery > Sugar-reduced products | Sugar confectionery > Lactose-free products | Sugar-free confectionary and snacks > Sugar-free sweets,15,Roks,Allergy friendly Functional Halal Handcrafted products/Artisan Impulse packages Private label Sugar free Vegan Vegetarian,,Canada China India Japan Middle East North Africa Northern Europe Others Eastern Europe USA,,https://www.ism-cologne.com/exhibitor/roksmercury/
ROMA CANDY SHOP,Italy,"Via Vittorio Veneto 2, 24067 SARNICO (BG)",http://www.romacandyshop.it,04.2,A009,Snack foods | Sugar confectionery,Snack foods > Biscuit snacks | Sugar confectionery > Sweets in presentation tin or glass | Sugar confectionery > Drops | Sugar confectionery > Eucalyptus sweets/eucalyptus and menthol sweets | Sugar confectionery > Herbal sweets | Sugar confectionery > Licorice sweets,6,,Functional Halal Impulse packages Kosher Limited edition Private label,,Australia Canada China India Japan Middle East New Zealand Northern Europe Others Oceania Russia South East Asia Southern Europe Türkiye USA Western Europe,,https://www.ism-cologne.com/exhibitor/roma_candy_shopbundesverband_der_ki/
Roma Confiserie Chocolaterie NV,Belgium,"Industrieweg 15, 2850 Boom",http://www.roma.be,04.2,L031a,"Chocolate, chocolate products","Chocolate, chocolate products > Flaked cracknel chocolate | Chocolate, chocolate products > Truffle chocolate | Chocolate, chocolate products > Alcohol-filled chocolates | Chocolate, chocolate products > Liqueur chocolates | Chocolate, chocolate products > Cognac chocolates | Chocolate, chocolate products > Truffle chocolates",6,Roma,Allergy friendly Fair trade Halal Private label,,Australia Canada China India Japan Middle East New Zealand Northern Europe Others Eastern Europe Others Oceania Russia South East Asia Southern Europe Türkiye USA Western Europe,,https://www.ism-cologne.com/exhibitor/roma_confiserie_choc/
Roodenrijs Kaastabletten Industrie Roka BV,Netherlands,"Revisieweg 8, 8304 BE EMMELOORD",http://www.roka.eu,04.2,D039,Fine bakery products | Snack foods | Trend Snacks & Natural Snacks,Fine bakery products > Puff pastry products | Fine bakery products > Bbiscuits assortments/chocolate coated biscuits | Fine bakery products > Stick-shaped biscuits/Shortbread | Snack foods > Pretzels/salted cocktail snacks/salted sticks | Snack foods > Cocktail biscuits | Snack foods > Crackers (water biscuits) | Snack foods > Cheese biscuits/assorted cheese snacks/cheese wafers/ cheese rolls | Snack foods > Cocktail biscuits / mini-pizza biscuits | Snack foods > Salted snacks (pretzels/assortments/sticks) | Snack foods > Salted snacks - water biscuits | Snack foods > Biscuit snacks | Trend Snacks & Natural Snacks > Other savoury snacks,12,Che Cri ROKA,Limited edition Private label,,Australia Brazil Canada China Colombia India Japan Mexico Middle East New Zealand Northern Europe Others Central America Others Eastern Europe Others South America South Africa South East Asia Southern Europe Türkiye USA Western Europe,,https://www.ism-cologne.com/exhibitor/roodenrijs_kaastableroodenrijs/
ROOTS OF LIFE PC,Greece,"Attica, Athens Pefkon 26, 144 51 Metamorfosi",https://www.chocomyths.com,11.1,F019,"Chocolate, chocolate products | Sugar confectionery","Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Chocolate, chocolate products > Block chocolate | Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Neapolitains | Sugar confectionery > Sugared jellies | Sugar confectionery > Lokum | Sugar confectionery > Halva",7,Choco Myths,Halal Limited edition,,Australia Brazil Canada China India Japan Mexico Middle East North Africa Northern Europe Others Central America Others South America South Africa South East Asia Southern Europe Türkiye USA Western Europe,,https://www.ism-cologne.com/exhibitor/roots_of_life_pc/
Roses Confections LP,United States of America,"101 Erie Blvd, Canajoharie ,NY 13317-1148",https://rosesbrands.com/,11.1,F060,Sugar confectionery | Sugar-free confectionary and snacks | Trend Snacks & Natural Snacks,Sugar confectionery > Sweets in presentation tin or glass | Sugar confectionery > Necklace of sweets | Sugar confectionery > Fizzy sweets | Sugar confectionery > Candies with fructose and/or sweeteners/Diet candies | Sugar confectionery > Drops | Sugar confectionery > Refreshing candies | Sugar confectionery > Coffee sweets | Sugar confectionery > Caramel sweets | Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies) | Sugar confectionery > Peppermint sweets/balls | Sugar confectionery > Chocolate sweets/chocolate mint sweets | Sugar confectionery > Sweets made with non-sugar sweeteners | Sugar confectionery > Peppermint tables (rolls/sticks/rounds and squares) | Sugar confectionery > Effervescent powder/tablets | Sugar confectionery > Confections with fructose and/or sweeteners/Diet confections | Sugar confectionery > Ginger products | Sugar confectionery > Peppermint slabs/peppermint sticks | Sugar confectionery > Lemon rounds | Sugar confectionery > Sugar-free products | Sugar confectionery > Sugar-reduced products | Sugar confectionery > Fat-reduced products | Sugar-free confectionary and snacks > Sugar-free sweets | Sugar-free confectionary and snacks > Other sugar-free products | Trend Snacks & Natural Snacks > Coffee specialities | Trend Snacks & Natural Snacks > Tea specialities,25,Bar Master Barista Master Dad''s Root Beer Goslings Ginger Beer Rock Candy Crystal Strings Rock Candy Crystal Wands Rock Candy Loose Crystals Roses Brands,Allergy friendly Functional Handcrafted products/Artisan Kosher Limited edition Private label Sugar free Vegan,,Brazil Canada Colombia Mexico Northern Europe Others Central America Others South America South Africa Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/roses_brands/
