no,name,website,category,booth,attributes,intro,exhibited_products,product_count,product_nos,product_names,image_url,company_url,archived_at
1710,GOPPION CAFFÈ SpA,https://www.goppioncaffe.it,National Pavilion,E1-A24-162,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Goppion, good coffee from italian tradition. | | To us, quality means to buy special and unique coffees, cultivated and then classified according to their peculiarities, which are the full expression of the lands where they grew. It also means to know the different crops as | | well as the different harvest times for each country of origin; it requires giving to each batch of coffee a particular roasting curve, strictly controlled by our skilled roasters. It is the balance between craftsmanship and knowledge, together with the traditional roasting process that gives to Goppion coffees their unique features and makes them stand out in the markets. | | Since 2016 we are FSSC 22000 certified for the safety and the health of our production system. | | Since 1997 we are members of CSC, Certified Specialty Coffee, a Consortium born thanks to ten Italian coffee roasters looking for the quality in the origin of the coffee. We are also part of the Italian Coffee Roasters Group (GITC), the Italian Coffee Committee and the Consortium that looks after the Traditional Italian Espresso Coffee candidature as an Unesco intangible cultural heritage.","1000g Coffee Beans Ja.Bl.mo., | 1000g Coffee Beans Dolce, | 1000g Coffee Beans Espresso di Piantagione CSC, | 1000g Coffee Beans Nativo, | 1000g Coffee Beans Hermanos, | 1000g coffee Beans Speciale Bar Espresso, | 1000g Coffee Beans Biondo.",5,3305 | 3329 | 3335 | 3289 | 3326,Dolce - Roasted coffee beans and ground | Espresso di piantagione CSC- Roasted coffee beans and ground | Hermanos - Roasted coffee beans and ground | JA.Bl.Mo - Roasted coffee beans and ground - 100% Arabica | Nativo - Roasted coffee beans and ground - 100% Arabica,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1710.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1710,20250322231702
1712,Brontedolci,https://www.brontedolci.it/,National Pavilion,E1-A24-40,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Pistachio products, PDO Bronte Pistachio, artisan products, Panettone with sourdough starter, Italian delicacies, Christmas cakes, Sicilian tradition","Panettone, pistachio spreadable cream, pistachio pesto, nougats, pistachio and almond pastries",5,4249 | 11238 | 4252 | 3933 | 3734,Broncake with pistachio cream filling | Panettone filled with pistachio cream | Pistachio Brontoncini | Pistachio pesto | Pistachio spreadable cream,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1712.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1712,20250306050857
1713,MADAMA OLIVA,https://www.madamaoliva.it/,National Pavilion,E1-A24-173,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"MADAMA OLIVA. | The Olive Masters. | Olives, our passion. | A long-standing family tradition in olive production is now found on tables across the world, offering the largest selection of olive cultivars in unique recipes with unmistakeable flavours and a selection of vegetables and spices. | From the tradition of olive processing, to the selection of the best cultivars of olives and lupins, not to mention the creation of innovative hummus and pesto products. | At Madama Oliva we bring the knowledge and search for quality to a unique range of olives and vegetables in brine, oil and spices that add flavour to every cuisine. | We are the leading supplier of packaged fresh olives to the Italian large-scale retail trade and the | leading Italian exporter to the USA and Asia. | Today we are an international brand with a presence on five continents and our name is synonymous | with excellent table products. | Surely our greatest merit is to have preserved the spirit of our origins and to continue to work respecting | the quality and beauty of extraordinary products, living the pride and privilege of sharing the goodness | and culture of a gastronomic tradition that is unique in the world. | |","Table olives (whole, pitted, green, black, mild giant) | Spreads, | Vegetables (artichokes, chilli peppers, dried tomatoes, capers, marinated garlic) | Pasta sauce, | Tapenades, | Spices (oregano)",2,8149 | 8159,Happy Oliva | Special Jars Line,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1713.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1713,20250308000935
1714,PAN DUCALE,,National Pavilion,E1-A24-101,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1714,20250307171308
1715,BIOALIMENTARE,,National Pavilion,E1-A24-189,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1715,20250307002851
1716,La Gallinara Srl,https://www.lagallinara.it,National Pavilion,E1-A24-93,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,genoa pesto | red pesto | pistachio pesto | lemon pesto,pesto genovese | genoa pesto | red pesto | pistachio pesto | lemon pesto,2,7687 | 10787,basil pesto from Genoa | RED PESTO,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1716.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1716,20250306113813
1717,BOUTIQUE ITALIA,https://boutique-italia.it/,National Pavilion,E1-A24-177,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"new regional Italian products not yet present in Japan, high quality, unique products, DOP and organic cheeses, sweets for children","vegetables in oil, pickled vegetables, ready-made sauces, traditional regional pestos, sweet spreadable fruit creams, wine, sparkling wine, liqueurs, sweets for children, DOP and organic cheeses",5,5524 | 5525 | 5526 | 5527 | 5529,BELOTTI CONSERVE ALIMENTARI - BELOTTI FOOD PRESERVES - VEGETABLES AND CHEESE IN OIL | CAMINELLA - WINERY | CASA DEL DOLCE - TRINKETTO - THE LIQUID CANDY | CASARRIGONI - CHEESES FROM TALEGGIO VALLEY - LOMBARDY | LE GIOIE DEL PALATO - ITALIAN DELIGHTS ON THE TABLE,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1717.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1717,20250306050705
1718,CASEIFICIO ANTONIO GARAU DAL 1880,https://caseificiogarau.com/en/,National Pavilion,E1-A24-123,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Since 1880, Caseificio Antonio Garau has been producing high-quality Italian cheeses that have won some of the world’s most prestigious dairy competitions, including the World Cheese Awards and the International Cheese & Diary Awards",Caseificio Antonio Garau dal 1880 produce formaggi italiani di alta qualità premiati nei concorsi caseari piu prestigiosi del mondo come il World Cheese Awards e il International Cheese & Diary Awards,5,10910 | 10914 | 10875 | 8353 | 10912,BADDHE BIO | CARDUREU | FORMAGGIO GRANDUCA DI MANDAS | GIUNCO | PICCOLO GIUNCO,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1718.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1718,20250306032740
1719,AGRICOLA FILIPPONE,https://www.agricolafilippone.it/en/,National Pavilion,E1-A24-33,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"HERBS, SPICES","ORGANIC SICILIAN HERBS | OREGANO, BAY LEAVES, SAGE, ROSEMARY, LAVANDER, CHILLI PEPPER",0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1719.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1719,20250306223722
1720,BELLA LODI,,National Pavilion,E1-A24-151,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1720,20250307002810
1721,OLEIFICI SITA' SRL,https://www.oliosita.it,National Pavilion,E1-A24-44,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Sità offers a range of unique and distinctive products that are very appealing on store shelves: extra virgin olive oils, pure olive oil, pomace olive oil, organic, flavoured, PDO and PGI Calabria, grapeseed oil, rice bran oil and vegetable oil. A wide and unique range of products that every day are found on tables in more than 50 countries worldwide.","extra virgin olive oils, pure olive oil, pomace olive oil, organic, flavoured, PDO and PGI Calabria, grapeseed oil, rice bran oil and vegetable oil.",1,7154,OLIVE OIL,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1721.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1721,20250319115822
1723,Marina Palusci Organic Farm,,National Pavilion,E1-A24-72,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,National pavillon zone -E1-A24-72.,"Evo blended olive oil premium quality - L'Extravergine , Awarded EVO olive oil monocultivar oliva Leccio del Corno - Alchimia , Awarded EVO olive oil monocultivar oliva Dritta - Uomo di Ferro, Organic Evo blended olive oil premium quality - Oliomania , Organic Pecorino grape Vinegard , Organic orange wine Passerina grape - MILF , Organic white wine Pecorino grape - Senzaniente Pecorino , Organic rosé wine Montepulciano grape - Senzaniente Cerasuolo , Organic red wine Montepulciano grape - Senzaniente Montepulciano , Organic sparkling red wine - Dobbiabarba , Organic sparkling white wine - Doppiabarba , Organic red wine - Black Max , Organic white wine - Yellow Max .",5,5352 | 5346 | 5476 | 5801 | 5796,"Alchimia, monocultivar Leccio del Corno. | L'Extravergine, classic Blended | L'Uomo di Ferro, monocultivar dritta | “Senzaniente” Cerasuolo d’Abruzzo DOC 2022 | “Senzaniente” Pecorino I.G.P. Colline Pescaresi 2022",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1723.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1723,20250307225017
1726,POLENGHI FOOD S.R.L.,https://www.giancarlopolenghi.it/en/,National Pavilion,E1-A24-25,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Established in 1976, Polenghi is the Number 1 provider of Italian lemon juice worldwide. We have been exporting to Japan for 20 years. | We will display several size of PET made bottles, available for private brands. | Also, our recently redesigned Spinagallo, our premium organic lemon juice, from handpicked Sicilian lemons.","Lemon juice from concentrate, organic lemon juice",0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1726.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1726,20250316084844
1727,BIO CANTINA ORSOGNA,https://www.biocantinaorsogna.it/,National Pavilion,E1-A24-180,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,BOOTH 180 ITALIAN PAVILLION,"LUNARIA CIVITAS PECORINO IGP TERRE D'ABRUZZO, PATCH WINE MONTEPULCIANO D'ABRUZZO DOP, VOLA VOLE' CERASUOLO D'ABRUZZO DOP, LUNARIA ANCESTRALE SPUMANTE MALVASIA ORANGE, BABALU' PRIMITIVO IGP TERRE DI CHIETI, LUNAGAIA NERO D'AVOLA SICILIA DOP",5,3316 | 9747 | 3364 | 3363 | 3362,LUNARIA ANCESTRALE MALVASIA ORANGE IGP TERRE DI CHIETI | LUNARIA CIVITAS PECORINO IGT TERRE D'ABRUZZO | PADAMI PINOT GRIGIO TERRE DI CHIETI IGP | PATCH WINE PRIMITIVO TERRE DI CHIETI IGP | VOLA VOLE' MONTEPULCIANO D'ABRUZZO DOP,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1727.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1727,20250307002613
1728,VITICOLTORI DEL MEDITERRANEO,,National Pavilion,E1-A24-103,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,ITALIAN PAVILLION BOOTH 103,"SAN MICHELE CANALE E TRAVE, RITUALE, ARIVI E FRANCOBOLLO, GIUSEPPINA COLLINA",5,3348 | 3342 | 3341 | 3349 | 3340,CANTINA SANNITICA ARIVI' E FRANCOBOLLO | EREDI LEGONZIANO | GIUSEPPINA COLLINA | RITUALE | SAN MICHELE CANALE E TRAVE,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1728,20250309002236
1729,CONSORZIO PIACENZA ALIMENTARE,https://consorziopiacenzalimentare.com/en/,National Pavilion,E1-A24-55,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Consorzio Piacenza Alimentare is the largest export consortium for Italian agri food products. We are present with an institutional stand and 9 producers, where you can find a selection of Piacenza's best products: tomatoes, lemon juice, wines, cheeses, mozzarella and much more. | We also represent almost 80 companies producing many products for industry, large-scale distribution and HO-RE-CA. | We offer product groupage service and producers selection | |","Inside the Italian pavilion we are present with a group of 8 companies, among the producers you will find: tomato, cheese, mozzarella, lemon juice, vegetable preserves, fine wines. | As a consortium, we then represent nearly 90 companies, producing many quality products for the international market. | From appetizers to desserts, via coffee, liqueurs and specialties of the highest level.",1,3248,Piacenza Agri food Products,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1729.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1729,20250311092526
1730,Cantine Casabella,https://www.4ru.it/,National Pavilion,E1-A24-20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Emilia Romagna, Toscana, Tuscany, Sicilia, Sicily, Friuli Venezia Giulia, Friuli, Veneto, Puglia, Apulia,","Lambrusco, Gutturnio, Malvasia, Bonarda, Metodo Classico, Pinot Grigio IGT, Pinot Grigio DOC, Montepulciano, Primitivo, Table Wine, Zinfandel, Barbera, Spumante Brut, Spumante Rosé, Rosé, Glera Spumante, Barolo , Orange Wine, Anchestral Wine, Natural Wine, Brunello di Montalcino, Chianti, Chianti Classico, Chianti Riserva, Vernaccia, Vermentino, Rosso di Montalcino, Sicilia DOC, Grillo DOC, Nero d'Avola, Cataratto, Grillo Spumante, Asti DOCG, Barbaresco, Pinot Noir, Pinot Bianco, Prosecco, Prosecco Rosé , Merlot, Amarone, Ripasso di Valpolicella, Bitter, Aperitiv, Vermouth, Vodka, Gin, Limoncello",5,8304 | 8234 | 8310 | 8316 | 8298,Chianti Riserva DOCG | Malvasia Di Candia DOC Montemartini | Pinot Grigio DOC Delle Venezie | Sicilia DOC Bianco BIO | Vino Tavola Roberto Riga,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1730.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1730,20250306032617
1731,GUSTIBUS ALIMENTARI SRL,https://www.gustibusalimentari.it/,National Pavilion,E1-A24-12,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Our vision is to be a global reference point for the premium pasta sauces and condiments market, recognized for our commitment to authentic flavors, innovative product development, and sustainable practices. We promote a culture of respect, collaboration, and continuous improvement among our employees, partners, and communities. Our goal is to build a legacy of excellence and integrity and make a positive impact on the food industry and the world.",CHERRY TOMATO PUREE | DATTERINO TOMATO PUREE | DATTERINO TOMATO PASTA SAUCE | ARRABBIATA TOMATO PASTA SAUCE | TOMATO PASTA SAUCE WITH OLIVES | TOMATO PASTA SAUCE WITH PORCINI MUSHROOMS | ROASTED GARLIC PASTA SAUCE | MARINARA PASTA SAUCE | NORMA SICILIAN EGGPLANT PASTA SAUCE | TOMATO PASTA SAUCE WITH RICOTTA | TOMATO PASTA SAUCE WITH TUNA AND ONION | ALFREDO PASTA SAUCE | ALFREDO PASTA SAUCE WITH CHERRY TOMATO | PIZZA SAUCE | BASIL PESTO | BASIL PESTO WITHOUT GARLIC | RED PESTO | CALABRESE PESTO | TRUFFLE PESTO | PISTACHIO SPREAD 20% | HAZELNUTS SPREAD 20%,0,,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1731.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1731,20250308004119
1733,STERILTOM SRL,https://www.steriltom.com,National Pavilion,E1-A24-22,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,"Crushed tomatoes, Pizza sauces, Ready sauces","Crushed tomatoes, Pizza sauces, Ready sauces",5,3803 | 3797 | 3804 | 3798 | 3800,Crushed from long tomatoes | Crushed tomatoes | Extra Fine Crushed from Cherry Tomatoes | Extra Fine Crushed Tomatoes | Pizza Sauces plain / with spices,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_1733.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=1733,20250319100602
