no,name,has_detail,company_no,company,company_website,company_category,booth,attributes,categories,target_sector,specialities,certifications,exhibited_products,image_url,product_url
6818,BeeMaid Honey (Food Service),yes,1056,Bee Maid Honey Limited,,National Pavilion,E4-A07-10,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Agriculture and Agri-Food Canada,"Gluten-free | Health & Wellness Products | Vegetarian | Kosher | Spreads, Honey & Jams | Rice Crackers & Healthy Snacks","BeeMaid Honey’s food service products are designed to meet the diverse needs of food industry professionals, from private label partners and manufacturers to chefs and restaurant operators.","Since 1954, BeeMaid Honey has been a trusted name in kitchens and grocery stores across Canada and beyond. Proudly owned by a cooperative of Canadian beekeepers from Western Canada, we are dedicated to delivering the finest 100% pure and authentic Canadian honey. Each bottle reflects our commitment to quality and the passion of the beekeepers who harvest it. | | Renowned for its distinct sweet floral notes, and as a perfect as a substitute for refined sugars, BeeMaid Honey is a preferred choice for families, chefs, and food manufacturers alike. From enhancing everyday recipes to inspiring culinary creations, our honey embodies the natural goodness of Canada. Discover why BeeMaid Honey has been a global favourite for over 70 years. Visit us to explore our products and experience the care of hive to home quality you can taste.","EU-HACCP | US-HACCP | FSMA | FDA | GMP | SQF (GFSI), True Source, Kosher OU, Safe Food For Canadians Act",,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6818.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6818
6821,BeeMaid Honey (Li'l Honeys),no,1056,Bee Maid Honey Limited,,National Pavilion,E4-A07-10,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Agriculture and Agri-Food Canada,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6821
6822,BeeMaid Honey (Industrial),no,1056,Bee Maid Honey Limited,,National Pavilion,E4-A07-10,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Agriculture and Agri-Food Canada,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6822
6825,STEAKREADY STRIPLOIN,no,2386,BONAPRIME,,National Pavilion,E4-C18-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : MEXICO,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6825
6826,Old Jarvie H&Y Wine Set Australian wine Red sparkling wine,yes,2353,"BIG PICTURE INTERNATIONAL, Inc.",https://item.rakuten.co.jp/bpihotsky/c/0000000184/,National Pavilion,E3-L18-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Government of South Australia,Still wines - red | Sparkling wines,"Liquor retailers, department stores, imported food retailers, bars, taverns, restaurants, eateries","Our principle in the vineyard is about land first, soil nutrition and following nature. Our vineyard locations are scattered in the cooler part of McLaren Vale, along the foothills east of the town. Wines made essentially by expressing the vineyard site and the underlying complex geology and cool maritime influence of the Gulf Saint Vincent. As well as vine tending and sustainable practices, we focus on the whole biodiversity and eco-system of our properties.",,"We will feature a broad array of high quality foods and beverages from South Australia including raw and Manuka honeys, white, red and sparkling wines, oatmeal and several varieties of gin.",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6826.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6826
6827,Nova Farms Natural Manuka Honey NPA20+ (equivalent to UMF20+) MGO Level 830+ (250g / 500g) Australian Manuka Honey,no,2353,"BIG PICTURE INTERNATIONAL, Inc.",https://item.rakuten.co.jp/bpihotsky/c/0000000184/,National Pavilion,E3-L18-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Government of South Australia,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6827
6829,HILO NEGRO WINERY,no,1125,BAJA CALIFORNIA STATE GOVERNMENT,,National Pavilion,E4-C18-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : MEXICO,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6829
6837,ISLAND PACIFIC,no,1125,BAJA CALIFORNIA STATE GOVERNMENT,,National Pavilion,E4-C18-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : MEXICO,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6837
6840,Ecosse G,no,1270,Brave New Spirits Ltd.,https://www.bravenewspirits.com,National Pavilion,E3-C09-C,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : UK Group Organiser - PS8 Limited,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6840
6864,Hello M'arch Quinoa Ring with Multigrain (Assorted Flavors),no,2536,MORNING ARCH SDN BHD,https://hello-march.com/,National Pavilion,E5-Z17-2,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Malaysia External Trade Development Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6864
6892,"L Cell Quercetin Capsules 250mg (30 days, 60 pc.)",no,2383,H Drop / L Cell,https://lcell.life,National Pavilion,E2-C17-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Lithuania LitFOOD,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6892
6897,"L Cell NR Powder 24g (30 days, >98% purity)",no,2383,H Drop / L Cell,https://lcell.life,National Pavilion,E2-C17-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Lithuania LitFOOD,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6897
6903,Pickled slice radish with rice bran flavor,yes,2342,"MARUAI FOODS CO., Ltd.",,Exports from Japan,S1-B01-02,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Vegan Foods Friend Japan,Frozen Ready Meals | Vegan,"Retail industry, Restaurants, Food factories, Supermarkets, EC","This bran pickled TAKUAN is made from dried Japanese radish from Miyazaki. It has a simple flavor, and is pickled in rice bran, salt, Sanonsugar, plum vinegar from Kishunankou-ume, and rice starch syrup.",ISO22000 | JAPAN VEGAN SOCIETY,,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173709638344.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6903
6904,"Mixed rice base of KINPIRA(Hijiki,Burdock) made in Japan",no,2342,"MARUAI FOODS CO., Ltd.",,Exports from Japan,S1-B01-02,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Vegan Foods Friend Japan,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6904
6907,"L Cell Creatine Monohydrate powder 300g (60 days, >98% purity)",no,2383,H Drop / L Cell,https://lcell.life,National Pavilion,E2-C17-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Lithuania LitFOOD,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6907
6909,KOREA RED GINSENG EXTRACT,no,2249,Gyeonggi Government Trade Corporation,http://www.g-trade.or.kr,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6909
6911,マカロン,no,2249,Gyeonggi Government Trade Corporation,http://www.g-trade.or.kr,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6911
6912,Mijungdang Rice Tteokbokki,yes,2255,"MIJUNG CO., LTD.",https://www.mijungdang.com/,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,Frozen Ready Meals,Supermarket | Convenience store | Online commerce,60 years of secret recipe,ISO9001 | Other HACCP,"Rice noodle, Topokki, Sauce",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_6912.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6912
6914,KOREA yuja tea,no,2249,Gyeonggi Government Trade Corporation,http://www.g-trade.or.kr,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6914
6920,CANNED TUNA,no,1628,LUCK SIAM TRADE COMPANY LIMITED,,National Pavilion,E4-A21-25,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : THAILAND,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6920
6922,Mijungdang Rice noodles in Anchovy,yes,2255,"MIJUNG CO., LTD.",https://www.mijungdang.com/,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,Noodles,Supermarket | Convenience store | Online commerce,Noodles made of rice | 60 years of secret recipe,ISO9001 | Other HACCP,"Rice noodle, Topokki, Sauce",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173709959022.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6922
6925,Minori no Hyakunen-Mai variety: Koshihikari (chemical fertilizer- and pesticide-free rice),no,1149,KIMOTO,https://www.kimoto.co.jp/company/csr/kimotofarmpj2,Local Specialities in Japan,S2-M06-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Mie Prefecture,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6925
6927,Junmai Sake “KIMOTO FARM SAKE,no,1149,KIMOTO,https://www.kimoto.co.jp/company/csr/kimotofarmpj2,Local Specialities in Japan,S2-M06-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Mie Prefecture,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6927
6928,Special Junmai Sake “ICHI,no,1149,KIMOTO,https://www.kimoto.co.jp/company/csr/kimotofarmpj2,Local Specialities in Japan,S2-M06-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Mie Prefecture,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6928
6929,Junmai Daiginjyo “KOKOCHI,no,1149,KIMOTO,https://www.kimoto.co.jp/company/csr/kimotofarmpj2,Local Specialities in Japan,S2-M06-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Mie Prefecture,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6929
6933,H Drop Natural 500mg/1500mg/3000mg CBD oil with 0% THC,no,2383,H Drop / L Cell,https://lcell.life,National Pavilion,E2-C17-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Lithuania LitFOOD,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6933
6935,Abril Extra Virgin Olive Oil 1L pet,no,1357,ACEITES ABRIL,https://aceitesabril.com/,National Pavilion,E2-A21-86,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6935
6937,Abril Abrilsol Sunflower Oil 1L,no,1357,ACEITES ABRIL,https://aceitesabril.com/,National Pavilion,E2-A21-86,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6937
6950,Creamy Peach Turnover,yes,2368,MANTINGA BAKERY & FOOD SOLUTIONS,https://www.mantinga.lt/en,National Pavilion,E2-C17-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Lithuania LitFOOD,Frozen Baked Goods,"Traditional trade, food service, modern trade","Supermarket, HoReCa, restaurant, bakery, food service",,"MANTINGA – the largest producer of bread, snacks and frozen products in the Baltic States. Assortment of more than 1000 products, varying from bread to donuts and always counting. As one of the most innovative and biggest food manufacturers in the Baltic states we are ready to fulfill our customers needs. | | ● Export to 40 countries worldwide; | ● 4 modern factories, design to produce frozen top quality bread, baguettes, puff pastry, donuts, pizzas and snacks; | ● 3 branches: Latvia, Estonia, Ukraine; | ● 2 representatives: Sweden, Poland; | ● Strong in developing Tailor-made products and producing Private label products; | ● 7 quality certificates (FSCC, IFS, BRC, ISO22000 and ISO14001, RSPO certificates and the Risk factor analysis and critical management points system allow to offer top quality products). |",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173710574649.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6950
6953,Donut RING OF SOUR with Strawberry Filling,no,2368,MANTINGA BAKERY & FOOD SOLUTIONS,https://www.mantinga.lt/en,National Pavilion,E2-C17-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Lithuania LitFOOD,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6953
6960,Flavoured WPC Lactose Free,no,2400,KOLIBA DAIRY,https://kolibamilk.sk/en/,National Pavilion,E2-Q30-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Slovakia,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6960
6962,TARTUFATA,no,1402,FRUITS DE LA TERRA TRUFFLE EXPERTS,https://fruitsdelaterra.com/,National Pavilion,E2-A21-27,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6962
6965,Abril Abrilpom Olive Pomace Oil 1L,no,1357,ACEITES ABRIL,https://aceitesabril.com/,National Pavilion,E2-A21-86,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6965
6967,Eidam cheese,yes,2400,KOLIBA DAIRY,https://kolibamilk.sk/en/,National Pavilion,E2-Q30-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Slovakia,Cheese,"Semi-hard, ripened, full-fat milk product in the form of salami, 45 % fat in dry matter. It has a soft, cheese-milk flavor, delicate flavor and not too salty taste. It is therefore suitable for use in cold and hot dishes; it easily creates a harmony with other flavors. It is ideal for frying.",,ISO9001 | ISO22000 | EU-HACCP | HALAL,"Flavoured WPC 1 kg, Flavoured WPC 1 kg Instant, Flavoured WPC 1 kg lactose free, Dried Whey Protein Concentrate (also Instant and Lactose free), Dried Permeate powder, Lactose Monohydrate (100 mash, 200 mash), Eidam cheese, Mozzarella cheese",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173710818597.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6967
6968,Abril Extra Virgin Olive Oil 1L glass,no,1357,ACEITES ABRIL,https://aceitesabril.com/,National Pavilion,E2-A21-86,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6968
6973,Mozzarella,no,2400,KOLIBA DAIRY,https://kolibamilk.sk/en/,National Pavilion,E2-Q30-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Slovakia,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6973
6976,Abril Abrilpom Olive Pomace Oil 1L glass,no,1357,ACEITES ABRIL,https://aceitesabril.com/,National Pavilion,E2-A21-86,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6976
6977,Antigua Coffee Beans,no,1747,REKICO CAFFÈ SRL,https://www.rekico.com/en,National Pavilion,E1-A24-59,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6977
6983,Century-old Four Variety Miso Set,no,1227,"Yamani Miso Co., Ltd.",https://www.yamanimiso.jp/,Local Specialities in Japan,S2-K15-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : Chiba Prefecture,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6983
6985,Instant Whey Protein Concentrate 80%,no,2400,KOLIBA DAIRY,https://kolibamilk.sk/en/,National Pavilion,E2-Q30-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Slovakia,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6985
6986,Savoiardone di Sardegna - soft premium Italian ladyfingers,no,1708,TIPICO - LA BUONA SARDEGNA,https://www.tipicodisardegna.com/,National Pavilion,E1-A24-125,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Italian Pavilion,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6986
6988,OLIVE OIL WITH TRUFFLE,no,1402,FRUITS DE LA TERRA TRUFFLE EXPERTS,https://fruitsdelaterra.com/,National Pavilion,E2-A21-27,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENT,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6988
6989,Les Règes,no,1309,PRODUCTA,https://www.producta-vignobles.com/,National Pavilion,E2-C11-10,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6989
6992,Dried lactose monohydrate,no,2400,KOLIBA DAIRY,https://kolibamilk.sk/en/,National Pavilion,E2-Q30-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Slovakia,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6992
6998,La Peyrière,no,1309,PRODUCTA,https://www.producta-vignobles.com/,National Pavilion,E2-C11-10,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : BUSINESS FRANCE,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=6998
